cell,batch,stage,arm,theorem,seed,solved,qualified,failed,cost,input,cached,output,requests,resets,continued,uncached_cost
validation__ace__mathd_numbertheory_461__seed1,final15,validation,ace,mathd_numbertheory_461,1,True,True,False,0.0007237,6098,6095,501,1,0,False,0.0018208
validation__ace_reset_compact__mathd_numbertheory_461__seed0,final15,validation,ace_reset_compact,mathd_numbertheory_461,0,True,True,False,0.0006552800000000001,9883,9514,326,2,0,False,0.0023677999999999998
validation__agentic_reset__mathd_algebra_214__seed1,final15,validation,agentic_reset,mathd_algebra_214,1,True,True,False,0.00038768,3877,3874,258,1,0,False,0.001085
validation__agentic__mathd_numbertheory_461__seed1,final15,validation,agentic,mathd_numbertheory_461,1,True,True,False,0.00018817999999999998,3802,3799,93,1,0,False,0.0008719999999999999
validation__ace_reset_compact__mathd_algebra_214__seed0,final15,validation,ace_reset_compact,mathd_algebra_214,0,True,True,False,0.0009367,4835,3535,505,1,0,False,0.001573
validation__agentic_reset_compact__mathd_numbertheory_461__seed0,final15,validation,agentic_reset_compact,mathd_numbertheory_461,0,True,True,False,0.0007696199999999999,8004,7651,455,3,0,False,0.0021468
validation__ace__mathd_numbertheory_461__seed0,final15,validation,ace,mathd_numbertheory_461,0,True,True,False,0.00321092,39946,33866,1098,5,0,False,0.0093068
validation__ace_compact__mathd_algebra_214__seed0,final15,validation,ace_compact,mathd_algebra_214,0,True,True,False,0.00027484,4835,4832,148,1,0,False,0.0011446
validation__agentic_reset__mathd_numbertheory_461__seed0,final15,validation,agentic_reset,mathd_numbertheory_461,0,True,True,False,0.00021338,3802,3799,114,1,0,False,0.0008971999999999999
validation__ace_reset_compact__mathd_numbertheory_461__seed1,final15,validation,ace_reset_compact,mathd_numbertheory_461,1,True,True,False,0.0013176199999999998,20443,18621,484,4,0,False,0.0046694
validation__agentic_reset_compact__mathd_numbertheory_461__seed1,final15,validation,agentic_reset_compact,mathd_numbertheory_461,1,True,True,False,0.00063278,2464,1269,307,1,0,False,0.0008611999999999999
validation__agentic_reset__mathd_algebra_214__seed0,final15,validation,agentic_reset,mathd_algebra_214,0,True,True,False,0.00052208,3877,3874,370,1,0,False,0.0012194
validation__ace_reset__mathd_algebra_214__seed0,final15,validation,ace_reset,mathd_algebra_214,0,True,True,False,0.00032319999999999994,6173,6170,166,1,0,False,0.0014338
validation__ace_reset__mathd_numbertheory_461__seed1,final15,validation,ace_reset,mathd_numbertheory_461,1,True,True,False,0.0003541,6098,6095,193,1,0,False,0.0014512
validation__agentic_compact__mathd_algebra_214__seed1,final15,validation,agentic_compact,mathd_algebra_214,1,True,True,False,0.00076052,2539,2536,591,1,0,False,0.001217
validation__ace_compact__mathd_algebra_214__seed1,final15,validation,ace_compact,mathd_algebra_214,1,True,True,False,0.00045604,4835,4832,299,1,0,False,0.0013258
validation__ace_compact__mathd_numbertheory_461__seed0,final15,validation,ace_compact,mathd_numbertheory_461,0,True,True,False,0.00038614,4760,4757,242,1,0,False,0.0012423999999999998
validation__agentic__mathd_algebra_214__seed0,final15,validation,agentic,mathd_algebra_214,0,True,True,False,0.00026528,3877,3874,156,1,0,False,0.0009626
validation__ace_reset_compact__mathd_algebra_214__seed1,final15,validation,ace_reset_compact,mathd_algebra_214,1,True,True,False,0.00100084,4835,4832,753,1,0,False,0.0018706
validation__ace__mathd_algebra_214__seed0,final15,validation,ace,mathd_algebra_214,0,True,True,False,0.00046239999999999996,6173,6170,282,1,0,False,0.001573
validation__agentic_reset__mathd_numbertheory_461__seed1,final15,validation,agentic_reset,mathd_numbertheory_461,1,True,True,False,0.00046336,7835,7598,220,2,0,False,0.001831
validation__ace_reset__mathd_algebra_214__seed1,final15,validation,ace_reset,mathd_algebra_214,1,True,True,False,0.0004204,6173,6170,247,1,0,False,0.001531
validation__ace_compact__imo_1981_p6__seed0,final16,validation,ace_compact,imo_1981_p6,0,True,True,False,0.020141219999999998,259071,229641,8052,27,0,False,0.0614766
validation__ace_reset__imo_1981_p6__seed0,final16,validation,ace_reset,imo_1981_p6,0,True,True,False,0.0059383199999999995,61173,54466,2923,7,0,False,0.0157422
validation__agentic_reset__amc12a_2002_p6__seed1,final16,validation,agentic_reset,amc12a_2002_p6,1,True,True,False,0.00042234,3810,2607,108,1,0,False,0.0008916
validation__agentic__amc12a_2002_p6__seed1,final16,validation,agentic,amc12a_2002_p6,1,True,True,False,0.00117442,12251,10481,509,3,0,False,0.003061
validation__ace__amc12a_2002_p6__seed0,final16,validation,ace,amc12a_2002_p6,0,True,True,False,0.00052166,6106,4873,148,1,0,False,0.0013988
validation__ace_reset__amc12a_2002_p6__seed1,final16,validation,ace_reset,amc12a_2002_p6,1,True,True,False,0.00033865999999999996,6106,6103,180,1,0,False,0.0014372
validation__agentic__amc12a_2002_p6__seed0,final16,validation,agentic,amc12a_2002_p6,0,True,True,False,0.00019674,3810,3807,100,1,0,False,0.000882
validation__agentic_compact__amc12a_2002_p6__seed1,final16,validation,agentic_compact,amc12a_2002_p6,1,True,True,False,0.00019758,2472,2469,123,1,0,False,0.000642
validation__ace__imo_1981_p6__seed0,final16,validation,ace,imo_1981_p6,0,True,True,False,0.0052130399999999995,30342,23352,2790,4,0,False,0.0094164
validation__agentic_compact__imo_1981_p6__seed1,final16,validation,agentic_compact,imo_1981_p6,1,True,True,False,0.0075670999999999985,24511,12055,4029,5,0,False,0.009736999999999999
validation__agentic_reset__imo_1981_p6__seed1,final16,validation,agentic_reset,imo_1981_p6,1,True,True,False,0.00211808,8746,8124,1526,2,0,False,0.0035804
validation__ace_reset__imo_1981_p6__seed1,final16,validation,ace_reset,imo_1981_p6,1,True,True,False,0.007727919999999999,43625,30266,3709,5,0,False,0.0131758
validation__agentic_reset_compact__imo_1981_p6__seed1,final16,validation,agentic_reset_compact,imo_1981_p6,1,True,True,False,0.00293,15271,13670,1947,4,0,False,0.0053906
validation__ace__imo_1981_p6__seed1,final16,validation,ace,imo_1981_p6,1,True,True,False,0.00863602,38663,30521,5331,5,0,False,0.0141298
validation__agentic_reset__imo_1981_p6__seed0,final16,validation,agentic_reset,imo_1981_p6,0,True,True,False,0.01526534,83770,43617,5302,10,0,False,0.0231164
validation__agentic_reset_compact__amc12a_2002_p6__seed0,final16,validation,agentic_reset_compact,amc12a_2002_p6,0,True,True,False,0.00016038,2472,2469,92,1,0,False,0.0006048
validation__agentic_compact__amc12a_2002_p6__seed0,final16,validation,agentic_compact,amc12a_2002_p6,0,True,True,False,0.00040157999999999996,2472,1269,113,1,0,False,0.0006299999999999999
validation__agentic_compact__imo_1981_p6__seed0,final16,validation,agentic_compact,imo_1981_p6,0,True,True,False,0.00753958,33389,25899,4603,7,0,False,0.0122014
validation__ace_reset_compact__imo_1981_p6__seed0,final16,validation,ace_reset_compact,imo_1981_p6,0,True,True,False,0.00715184,42028,31672,3706,6,0,False,0.0128528
validation__agentic__imo_1981_p6__seed1,final16,validation,agentic,imo_1981_p6,1,True,True,False,0.0118647,68457,45135,5248,9,0,False,0.019989
validation__ace_compact__amc12a_2002_p6__seed0,final16,validation,ace_compact,amc12a_2002_p6,0,True,True,False,0.0004463,4768,4765,292,1,0,False,0.001304
validation__ace_reset_compact__amc12a_2002_p6__seed1,final16,validation,ace_reset_compact,amc12a_2002_p6,1,True,True,False,0.0005177,4768,3535,167,1,0,False,0.001154
validation__agentic__imo_1981_p6__seed0,final16,validation,agentic,imo_1981_p6,0,True,True,False,0.03670802,242344,151471,12920,21,0,False,0.0639728
validation__ace_reset_compact__imo_1981_p6__seed1,final16,validation,ace_reset_compact,imo_1981_p6,1,True,True,False,0.00555626,42850,33583,2526,6,0,False,0.011601199999999999
validation__agentic_reset_compact__amc12a_2002_p6__seed1,final16,validation,agentic_reset_compact,amc12a_2002_p6,1,True,True,False,0.00027798,2472,2469,190,1,0,False,0.0007224
validation__ace_reset_compact__amc12a_2002_p6__seed0,final16,validation,ace_reset_compact,amc12a_2002_p6,0,True,True,False,0.00035749999999999996,4768,4765,218,1,0,False,0.0012152
validation__agentic_reset__amc12a_2002_p6__seed0,final16,validation,agentic_reset,amc12a_2002_p6,0,True,True,False,0.00019554000000000002,3810,3807,99,1,0,False,0.0008807999999999999
validation__ace__amc12a_2002_p6__seed1,final16,validation,ace,amc12a_2002_p6,1,True,True,False,0.00118652,12571,10976,540,2,0,False,0.0031621999999999996
validation__ace_compact__amc12a_2002_p6__seed1,final16,validation,ace_compact,amc12a_2002_p6,1,True,True,False,0.0010484,9802,8300,485,2,0,False,0.0025423999999999998
validation__agentic_reset_compact__imo_1981_p6__seed0,final16,validation,agentic_reset_compact,imo_1981_p6,0,True,True,False,0.0067737200000000004,16990,7986,4011,4,0,False,0.0082112
validation__ace_compact__imo_1981_p6__seed1,final16,validation,ace_compact,imo_1981_p6,1,True,True,False,0.013504599999999999,62897,40600,6861,8,0,False,0.0208126
validation__ace_reset__amc12a_2002_p6__seed0,final16,validation,ace_reset,amc12a_2002_p6,0,True,True,False,0.00042265999999999994,6106,6103,250,1,0,False,0.0015212
validation__ace_compact__mathd_algebra_393__seed0,final17,validation,ace_compact,mathd_algebra_393,0,True,True,False,0.013773339999999999,115475,90827,5856,16,0,False,0.0301222
validation__ace__imo_1964_p2__seed1,final17,validation,ace,imo_1964_p2,1,False,False,False,0.03832268,241015,146624,13760,17,0,False,0.064715
validation__agentic__imo_1964_p2__seed0,final17,validation,agentic,imo_1964_p2,0,False,False,False,0.03889112,217717,111786,12891,15,0,False,0.0590126
validation__agentic_compact__imo_1964_p2__seed0,final17,validation,agentic_compact,imo_1964_p2,0,False,False,False,0.04094844,163200,54622,15117,18,0,False,0.05078039999999999
validation__agentic__mathd_algebra_393__seed0,final17,validation,agentic,mathd_algebra_393,0,True,True,False,0.0058268,31027,19070,2545,6,0,False,0.0092594
validation__ace_reset__mathd_algebra_393__seed1,final17,validation,ace_reset,mathd_algebra_393,1,True,True,False,0.025127799999999995,153077,83860,8006,14,0,False,0.0402226
validation__agentic__imo_1964_p2__seed1,final17,validation,agentic,imo_1964_p2,1,False,False,False,0.041348579999999996,271236,161019,13404,21,0,False,0.07033199999999999
validation__ace_reset__imo_1964_p2__seed1,final17,validation,ace_reset,imo_1964_p2,1,True,True,False,0.011474279999999998,78081,57744,5210,8,0,False,0.021868199999999997
validation__ace__imo_1964_p2__seed0,final17,validation,ace,imo_1964_p2,0,True,True,False,0.04192058,191404,79279,14925,13,0,False,0.0561908
validation__ace_reset_compact__mathd_algebra_393__seed1,final17,validation,ace_reset_compact,mathd_algebra_393,1,True,True,False,0.030562859999999997,206022,133433,11147,20,0,False,0.0545808
validation__ace_compact__imo_1964_p2__seed0,final17,validation,ace_compact,imo_1964_p2,0,False,False,False,0.04159426,381866,301443,16234,31,0,False,0.095854
validation__ace_compact__mathd_algebra_393__seed1,final17,validation,ace_compact,mathd_algebra_393,1,True,True,False,0.00851512,30824,19656,4907,5,0,False,0.0120532
validation__ace__mathd_algebra_393__seed0,final17,validation,ace,mathd_algebra_393,0,True,True,False,0.010098900000000001,78642,62775,4725,9,0,False,0.021398399999999998
validation__ace_reset__mathd_algebra_393__seed0,final17,validation,ace_reset,mathd_algebra_393,0,True,True,False,0.0055181,29728,23695,3198,4,0,False,0.009783199999999999
validation__ace_reset_compact__imo_1964_p2__seed1,final17,validation,ace_reset_compact,imo_1964_p2,1,True,True,False,0.04451712,199122,98896,18745,19,1,False,0.062318399999999996
validation__agentic_reset_compact__imo_1964_p2__seed1,final17,validation,agentic_reset_compact,imo_1964_p2,1,True,True,False,0.04167652,123899,30696,18685,16,1,False,0.047201799999999995
validation__agentic_compact__mathd_algebra_393__seed1,final17,validation,agentic_compact,mathd_algebra_393,1,True,True,False,0.0035293999999999994,14356,9050,1906,4,0,False,0.0051584000000000005
validation__ace_reset__imo_1964_p2__seed0,final17,validation,ace_reset,imo_1964_p2,0,False,False,False,0.047654959999999996,249472,135528,18463,17,2,False,0.07205
validation__agentic_reset_compact__mathd_algebra_393__seed0,final17,validation,agentic_reset_compact,mathd_algebra_393,0,True,True,False,0.01329524,55561,32992,6768,10,0,False,0.0192338
validation__agentic_reset_compact__imo_1964_p2__seed0,final17,validation,agentic_reset_compact,imo_1964_p2,0,True,True,False,0.016884299999999998,48759,20115,8961,9,0,False,0.020505
validation__agentic_compact__mathd_algebra_393__seed0,final17,validation,agentic_compact,mathd_algebra_393,0,True,True,False,0.0052269199999999995,14209,7576,3124,4,0,False,0.006590599999999999
validation__agentic_reset__mathd_algebra_393__seed0,final17,validation,agentic_reset,mathd_algebra_393,0,True,True,False,0.00591852,26994,14406,2594,5,0,False,0.0085116
validation__agentic_reset_compact__mathd_algebra_393__seed1,final17,validation,agentic_reset_compact,mathd_algebra_393,1,True,True,False,0.00829452,46716,33826,4200,11,0,False,0.014383199999999999
validation__agentic_reset__mathd_algebra_393__seed1,final17,validation,agentic_reset,mathd_algebra_393,1,True,True,False,0.00266324,15433,9192,1026,3,0,False,0.0043178
validation__agentic_reset__imo_1964_p2__seed0,final17,validation,agentic_reset,imo_1964_p2,0,True,True,False,0.02073534,80223,38907,9745,9,0,False,0.0277386
validation__ace_reset_compact__imo_1964_p2__seed0,final17,validation,ace_reset_compact,imo_1964_p2,0,False,False,False,0.045964620000000005,180831,82391,20524,16,1,False,0.060794999999999995
validation__agentic__mathd_algebra_393__seed1,final17,validation,agentic,mathd_algebra_393,1,True,True,False,0.0027424399999999996,15445,9192,1090,3,0,False,0.004397
validation__agentic_compact__imo_1964_p2__seed1,final17,validation,agentic_compact,imo_1964_p2,1,False,False,False,0.041933759999999994,147699,40498,16403,18,0,False,0.0492234
validation__ace_reset_compact__mathd_algebra_393__seed0,final17,validation,ace_reset_compact,mathd_algebra_393,0,True,True,False,0.00285872,18163,12006,1156,3,0,False,0.0050198
validation__ace_compact__imo_1964_p2__seed1,final17,validation,ace_compact,imo_1964_p2,1,False,False,False,0.03923098,163535,78709,17243,14,0,False,0.0533986
validation__agentic_reset__imo_1964_p2__seed1,final17,validation,agentic_reset,imo_1964_p2,1,True,True,False,0.026331119999999996,110967,47286,10541,12,0,False,0.0348426
validation__ace__mathd_algebra_393__seed1,final17,validation,ace,mathd_algebra_393,1,True,True,False,0.014844279999999998,122219,91964,5795,13,0,False,0.0313978
validation__ace__mathd_numbertheory_303__seed0,final18,validation,ace,mathd_numbertheory_303,0,False,False,False,0.037997960000000004,441313,373988,14211,31,0,False,0.10531579999999999
validation__agentic_reset_compact__amc12b_2002_p3__seed1,final18,validation,agentic_reset_compact,amc12b_2002_p3,1,True,True,False,0.00315632,18112,14656,1810,5,0,False,0.0057944
validation__agentic_reset__mathd_numbertheory_303__seed1,final18,validation,agentic_reset,mathd_numbertheory_303,1,False,False,False,0.04515383999999999,371541,279262,17594,35,1,False,0.09542099999999999
validation__agentic_reset__mathd_numbertheory_303__seed0,final18,validation,agentic_reset,mathd_numbertheory_303,0,False,False,False,0.04695687999999999,482426,400024,18730,48,2,False,0.11896119999999999
validation__ace_reset__mathd_numbertheory_303__seed0,final18,validation,ace_reset,mathd_numbertheory_303,0,False,False,False,0.04658484,325932,252602,22389,26,2,False,0.09205319999999999
validation__agentic_reset__amc12b_2002_p3__seed1,final18,validation,agentic_reset,amc12b_2002_p3,1,True,True,False,0.00565802,36787,28181,2811,7,0,False,0.0107306
validation__agentic__amc12b_2002_p3__seed1,final18,validation,agentic,amc12b_2002_p3,1,True,True,False,0.012261880000000001,78101,52424,5065,10,0,False,0.0216982
validation__agentic_compact__amc12b_2002_p3__seed1,final18,validation,agentic_compact,amc12b_2002_p3,1,True,True,False,0.00802428,37134,13034,2453,6,0,False,0.0103704
validation__agentic_compact__mathd_numbertheory_303__seed1,final18,validation,agentic_compact,mathd_numbertheory_303,1,False,False,False,0.045679399999999995,253012,163130,20367,22,0,False,0.07504279999999999
validation__ace_compact__amc12b_2002_p3__seed1,final18,validation,ace_compact,amc12b_2002_p3,1,True,True,False,0.0381879,308727,233815,15441,28,0,False,0.0802746
validation__agentic_compact__mathd_numbertheory_303__seed0,final18,validation,agentic_compact,mathd_numbertheory_303,0,False,False,False,0.038624679999999995,242168,170494,17400,23,0,False,0.0693136
validation__ace_compact__mathd_numbertheory_303__seed0,final18,validation,ace_compact,mathd_numbertheory_303,0,False,False,False,0.0388466,316393,249580,17077,25,0,False,0.08377099999999998
validation__agentic_reset_compact__amc12b_2002_p3__seed0,final18,validation,agentic_reset_compact,amc12b_2002_p3,0,True,True,False,0.0063469799999999995,31158,19619,3039,6,0,False,0.009878399999999999
validation__agentic__amc12b_2002_p3__seed0,final18,validation,agentic,amc12b_2002_p3,0,True,True,False,0.02226578,163390,109159,7697,20,0,False,0.0419144
validation__ace_reset_compact__amc12b_2002_p3__seed0,final18,validation,ace_reset_compact,amc12b_2002_p3,0,True,True,False,0.0033618600000000004,31647,27813,1699,5,0,False,0.0083682
validation__ace__mathd_numbertheory_303__seed1,final18,validation,ace,mathd_numbertheory_303,1,False,False,False,0.0350481,199302,131755,15753,16,0,False,0.058764
validation__ace__amc12b_2002_p3__seed0,final18,validation,ace,amc12b_2002_p3,0,True,True,False,0.0171653,140815,95825,5209,12,0,False,0.034413799999999994
validation__agentic__mathd_numbertheory_303__seed1,final18,validation,agentic,mathd_numbertheory_303,1,False,False,False,0.0382036,244844,146040,12935,20,0,False,0.0644908
validation__agentic_reset_compact__mathd_numbertheory_303__seed1,final18,validation,agentic_reset_compact,mathd_numbertheory_303,1,False,False,False,0.07932545999999999,322167,257833,51085,39,2,False,0.1257354
validation__ace__amc12b_2002_p3__seed1,final18,validation,ace,amc12b_2002_p3,1,True,True,False,0.01533634,112121,70037,4599,10,0,False,0.027943
validation__agentic_reset__amc12b_2002_p3__seed0,final18,validation,agentic_reset,amc12b_2002_p3,0,False,False,False,0.04575340000000001,331082,207070,14008,26,2,False,0.08302599999999999
validation__agentic_compact__amc12b_2002_p3__seed0,final18,validation,agentic_compact,amc12b_2002_p3,0,True,True,False,0.0059815400000000005,77905,71677,2752,15,0,False,0.018883399999999998
validation__agentic__mathd_numbertheory_303__seed0,final18,validation,agentic,mathd_numbertheory_303,0,False,False,False,0.03831636,352560,274898,14405,25,0,False,0.08779799999999999
validation__ace_reset__amc12b_2002_p3__seed0,final18,validation,ace_reset,amc12b_2002_p3,0,True,True,False,0.014018880000000001,155205,129514,5242,17,0,False,0.0373314
validation__ace_compact__amc12b_2002_p3__seed0,final18,validation,ace_compact,amc12b_2002_p3,0,True,True,False,0.01045848,129336,116604,4650,15,0,False,0.0314472
validation__ace_reset_compact__amc12b_2002_p3__seed1,final18,validation,ace_reset_compact,amc12b_2002_p3,1,True,True,False,0.02025882,230058,199211,8421,21,0,False,0.0561168
validation__ace_reset__amc12b_2002_p3__seed1,final18,validation,ace_reset,amc12b_2002_p3,1,True,True,False,0.009315799999999999,75574,55470,3488,9,0,False,0.0193004
validation__agentic_reset_compact__mathd_numbertheory_303__seed0,final18,validation,agentic_reset_compact,mathd_numbertheory_303,0,False,False,False,0.042790199999999994,236586,149230,18612,32,1,False,0.0696516
validation__ace_compact__mathd_numbertheory_303__seed1,final18,validation,ace_compact,mathd_numbertheory_303,1,False,False,False,0.04292213999999999,266928,183617,18823,23,0,False,0.07597319999999999
validation__ace_reset__mathd_numbertheory_303__seed1,final18,validation,ace_reset,mathd_numbertheory_303,1,False,False,False,0.04466179999999998,454954,387290,19486,37,2,False,0.114374
validation__ace_reset_compact__mathd_numbertheory_303__seed0,final18,validation,ace_reset_compact,mathd_numbertheory_303,0,False,False,False,0.04589146,458210,395123,21143,43,2,False,0.1170136
validation__ace_reset_compact__mathd_numbertheory_303__seed1,final18,validation,ace_reset_compact,mathd_numbertheory_303,1,False,False,False,0.0375259,556199,523315,17069,48,1,False,0.1317226
validation__agentic_reset__amc12a_2016_p3__seed0,final19,validation,agentic_reset,amc12a_2016_p3,0,True,True,False,0.02122584,91818,29312,6782,9,0,False,0.026502
validation__ace_reset_compact__mathd_numbertheory_284__seed1,final19,validation,ace_reset_compact,mathd_numbertheory_284,1,True,True,False,0.0005729999999999999,4743,4740,398,1,0,False,0.0014261999999999999
validation__agentic__amc12a_2016_p3__seed0,final19,validation,agentic,amc12a_2016_p3,0,True,True,False,0.01851366,83691,35823,6853,10,0,False,0.0249618
validation__agentic_reset__mathd_numbertheory_284__seed1,final19,validation,agentic_reset,mathd_numbertheory_284,1,True,True,False,0.00016624,3785,3782,75,1,0,False,0.000847
validation__ace_reset__mathd_numbertheory_284__seed1,final19,validation,ace_reset,mathd_numbertheory_284,1,True,True,False,0.00026496,6081,6078,119,1,0,False,0.001359
validation__ace_compact__mathd_numbertheory_284__seed1,final19,validation,ace_compact,mathd_numbertheory_284,1,True,True,False,0.0006783,4743,3535,305,1,0,False,0.0013146
validation__ace_compact__amc12a_2016_p3__seed1,final19,validation,ace_compact,amc12a_2016_p3,1,True,True,False,0.012133699999999999,78655,47785,4170,10,0,False,0.020734999999999996
validation__agentic_compact__mathd_numbertheory_284__seed0,final19,validation,agentic_compact,mathd_numbertheory_284,0,True,True,False,0.00037377999999999993,2447,1269,94,1,0,False,0.0006022
validation__ace_reset_compact__mathd_numbertheory_284__seed0,final19,validation,ace_reset_compact,mathd_numbertheory_284,0,True,True,False,0.0002826,4743,4740,156,1,0,False,0.0011358
validation__agentic_reset_compact__mathd_numbertheory_284__seed0,final19,validation,agentic_reset_compact,mathd_numbertheory_284,0,True,True,False,0.00019947999999999998,2447,2444,125,1,0,False,0.0006393999999999999
validation__ace_reset_compact__amc12a_2016_p3__seed1,final19,validation,ace_reset_compact,amc12a_2016_p3,1,True,True,False,0.01473824,101719,69942,5820,11,0,False,0.0273278
validation__agentic_reset_compact__amc12a_2016_p3__seed0,final19,validation,agentic_reset_compact,amc12a_2016_p3,0,True,True,False,0.01871056,208112,172968,6852,21,0,False,0.049844799999999995
validation__agentic_reset_compact__amc12a_2016_p3__seed1,final19,validation,agentic_reset_compact,amc12a_2016_p3,1,True,True,False,0.012706019999999998,89388,68171,5916,14,0,False,0.0249768
validation__agentic_reset__amc12a_2016_p3__seed1,final19,validation,agentic_reset,amc12a_2016_p3,1,True,True,False,0.00657042,28767,14681,2883,5,0,False,0.009212999999999999
validation__ace_reset__amc12a_2016_p3__seed0,final19,validation,ace_reset,amc12a_2016_p3,0,True,True,False,0.00956946,60348,41543,4148,7,0,False,0.0170472
validation__ace__mathd_numbertheory_284__seed0,final19,validation,ace,mathd_numbertheory_284,0,True,True,False,0.00035136,6081,6078,191,1,0,False,0.0014454
validation__agentic__amc12a_2016_p3__seed1,final19,validation,agentic,amc12a_2016_p3,1,True,True,False,0.00391752,22458,15616,1864,4,0,False,0.0067284
validation__ace__amc12a_2016_p3__seed1,final19,validation,ace,amc12a_2016_p3,1,True,True,False,0.00633278,40261,28059,2776,5,0,False,0.011383399999999998
validation__ace_reset__mathd_numbertheory_284__seed0,final19,validation,ace_reset,mathd_numbertheory_284,0,True,True,False,0.0005022599999999999,6081,4873,136,1,0,False,0.0013794
validation__ace_compact__amc12a_2016_p3__seed0,final19,validation,ace_compact,amc12a_2016_p3,0,True,True,False,0.03497734,184619,98587,13166,17,0,False,0.052723
validation__agentic__mathd_numbertheory_284__seed1,final19,validation,agentic,mathd_numbertheory_284,1,True,True,False,0.00015304,3785,3782,64,1,0,False,0.0008338
validation__ace_reset__amc12a_2016_p3__seed1,final19,validation,ace_reset,amc12a_2016_p3,1,True,True,False,0.025097240000000003,186790,110702,6388,14,1,False,0.0450236
validation__agentic_reset__mathd_numbertheory_284__seed0,final19,validation,agentic_reset,mathd_numbertheory_284,0,True,True,False,0.00038013999999999995,3785,2607,77,1,0,False,0.0008493999999999999
validation__agentic_compact__amc12a_2016_p3__seed1,final19,validation,agentic_compact,amc12a_2016_p3,1,True,True,False,0.020680619999999997,151731,96891,6479,16,0,False,0.038121
validation__agentic_compact__mathd_numbertheory_284__seed1,final19,validation,agentic_compact,mathd_numbertheory_284,1,True,True,False,0.00021147999999999997,2447,2444,135,1,0,False,0.0006513999999999999
validation__ace_compact__mathd_numbertheory_284__seed0,final19,validation,ace_compact,mathd_numbertheory_284,0,True,True,False,0.000675,4743,4740,483,1,0,False,0.0015282
validation__agentic_compact__amc12a_2016_p3__seed0,final19,validation,agentic_compact,amc12a_2016_p3,0,True,True,False,0.011964899999999999,79407,55105,5002,12,0,False,0.021883800000000002
validation__agentic_reset_compact__mathd_numbertheory_284__seed1,final19,validation,agentic_reset_compact,mathd_numbertheory_284,1,True,True,False,0.00021028,2447,2444,134,1,0,False,0.0006502
validation__ace__mathd_numbertheory_284__seed1,final19,validation,ace,mathd_numbertheory_284,1,True,True,False,0.00035976,6081,6078,198,1,0,False,0.0014537999999999999
validation__agentic__mathd_numbertheory_284__seed0,final19,validation,agentic,mathd_numbertheory_284,0,True,True,False,0.00019384,3785,3782,98,1,0,False,0.0008746
validation__ace__amc12a_2016_p3__seed0,final19,validation,ace,amc12a_2016_p3,0,True,True,False,0.013117479999999999,109370,83034,5158,11,0,False,0.028063599999999998
validation__ace_reset_compact__amc12a_2016_p3__seed0,final19,validation,ace_reset_compact,amc12a_2016_p3,0,True,True,False,0.01914352,99593,53306,7350,11,0,False,0.028738599999999996
